timestamp,open,high,low,close,tick_volume,spread,real_volume
2021.06.03 12:00:00,38764.51,39428.26,38511.01,38974.26,23876,1268.30,0
2021.06.03 16:00:00,38973.51,39217.26,38269.51,38822.26,23863,1269.90,0
2021.06.03 20:00:00,38823.01,38938.00,38368.64,38625.72,18553,1279.20,0
2021.06.04 00:00:00,38801.02,39227.51,38520.89,38623.26,20167,1279.60,0
2021.06.04 04:00:00,38633.76,38633.76,37292.08,37508.38,24005,1262.60,0
2021.06.04 08:00:00,37504.51,37639.26,36157.19,36651.51,26216,1280.30,0
2021.06.04 12:00:00,36650.76,37080.35,35482.33,36819.24,25300,1265.30,0
2021.06.04 16:00:00,36843.24,37029.61,36074.29,36856.26,21371,1262.10,0
2021.06.04 20:00:00,36855.76,37213.07,36664.25,36933.25,16617,1267.50,0
2021.06.07 00:00:00,35819.98,36363.06,35164.77,36233.50,19051,1283.10,0
2021.06.07 04:00:00,36233.75,36748.43,36097.80,36197.00,21164,1310.00,0
2021.06.07 08:00:00,36197.00,36383.49,35805.50,36062.75,20091,1265.00,0
2021.06.07 12:00:00,36063.25,36739.61,35986.00,36565.25,19966,1270.00,0
2021.06.07 16:00:00,36566.00,36687.64,35626.89,35739.00,20491,1262.00,0
2021.06.07 20:00:00,35734.75,35814.31,33941.00,34351.82,21805,1266.40,0
2021.06.08 00:00:00,35491.01,35491.01,33224.77,33631.25,26436,1288.00,0
2021.06.08 04:00:00,33629.50,33925.65,32308.09,32807.75,27429,1268.50,0
2021.06.08 08:00:00,32810.50,33307.75,32059.02,32861.82,27693,1262.60,0
2021.06.08 12:00:00,32867.75,33206.00,32603.08,32844.00,23266,1262.50,0
2021.06.08 16:00:00,32845.50,32916.86,30925.17,32129.25,28489,1272.80,0
2021.06.08 20:00:00,32131.00,33806.52,31809.44,33555.96,25308,1264.20,0
2021.06.09 00:00:00,33634.36,33758.00,32831.35,32852.25,22171,1277.10,0
2021.06.09 04:00:00,32850.25,33162.35,32362.25,32921.41,26953,1267.50,0
2021.06.09 08:00:00,32932.50,34467.19,32865.77,34011.75,29408,1262.50,0
2021.06.09 12:00:00,34014.00,35382.89,33873.29,34850.50,28792,1265.10,0
2021.06.09 16:00:00,34849.50,36649.73,34503.66,36449.48,29159,1273.70,0
2021.06.09 20:00:00,36454.48,36923.75,35601.45,36317.42,23216,1271.20,0
